geom,oid,longitude,latitude,providers,species,datasets,date_min,date_max,num_records,num_animals,num_species,csquare,geom_wkt
0103000020E610000001000000050000000000000000005C4000000000000030C00000000000405C4000000000000030C00000000000405C4000000000000031C00000000000005C4000000000000031C00000000000005C4000000000000030C0,21460184,113,-16,CSIRO,Rhincodon typus,1296,02/08/2018,02/08/2018,1,1,1,3111:362,"POLYGON((112 -16,113 -16,113 -17,112 -17,112 -16))"
0103000020E610000001000000050000000000000000005C400000000000002EC00000000000405C400000000000002EC00000000000405C4000000000000030C00000000000005C4000000000000030C00000000000005C400000000000002EC0,21460182,113,-16,CSIRO,Rhincodon typus,1296,02/08/2018,03/08/2018,6,1,1,3111:352,"POLYGON((112 -15,113 -15,113 -16,112 -16,112 -15))"
0103000020E610000001000000050000000000000000405C4000000000000040C00000000000805C4000000000000040C00000000000805C4000000000008040C00000000000405C4000000000008040C00000000000405C4000000000000040C0,21461094,113,-33,CSIRO,Rhincodon typus,1296,22/12/2017,22/12/2017,1,1,1,3311:123,"POLYGON((113 -32,114 -32,114 -33,113 -33,113 -32))"
0103000020E610000001000000050000000000000000405C400000000000003FC00000000000805C400000000000003FC00000000000805C4000000000000040C00000000000405C4000000000000040C00000000000405C400000000000003FC0,21461077,114,-31,CSIRO,Rhincodon typus,1296,18/01/2018,06/02/2018,122,1,1,3311:113,"POLYGON((113 -31,114 -31,114 -32,113 -32,113 -31))"
0103000020E610000001000000050000000000000000405C400000000000003EC00000000000805C400000000000003EC00000000000805C400000000000003FC00000000000405C400000000000003FC00000000000405C400000000000003EC0,21461056,114,-31,CSIRO,Rhincodon typus,1296,06/02/2018,07/02/2018,15,1,1,3311:103,"POLYGON((113 -30,114 -30,114 -31,113 -31,113 -30))"
0103000020E610000001000000050000000000000000405C400000000000003DC00000000000805C400000000000003DC00000000000805C400000000000003EC00000000000405C400000000000003EC00000000000405C400000000000003DC0,21461047,113,-30,CSIRO,Rhincodon typus,1296,06/12/2017,06/12/2017,1,1,1,3211:393,"POLYGON((113 -29,114 -29,114 -30,113 -30,113 -29))"
0103000020E610000001000000050000000000000000405C400000000000003AC00000000000805C400000000000003AC00000000000805C400000000000003BC00000000000405C400000000000003BC00000000000405C400000000000003AC0,21461045,114,-26,CSIRO,Rhincodon typus,1296,06/01/2017,12/01/2019,40,4,1,3211:363,"POLYGON((113 -26,114 -26,114 -27,113 -27,113 -26))"
0103000020E610000001000000050000000000000000405C4000000000000039C00000000000805C4000000000000039C00000000000805C400000000000003AC00000000000405C400000000000003AC00000000000405C4000000000000039C0,21461022,113,-25,CSIRO,Rhincodon typus,1296,06/12/2017,31/10/2018,5,2,1,3211:353,"POLYGON((113 -25,114 -25,114 -26,113 -26,113 -25))"
0103000020E610000001000000050000000000000000405C4000000000000038C00000000000805C4000000000000038C00000000000805C4000000000000039C00000000000405C4000000000000039C00000000000405C4000000000000038C0,21460926,113,-24,CSIRO,Rhincodon typus,1296,11/02/2018,18/11/2018,223,2,1,3211:143,"POLYGON((113 -24,114 -24,114 -25,113 -25,113 -24))"
0103000020E610000001000000050000000000000000405C4000000000000037C00000000000805C4000000000000037C00000000000805C4000000000000038C00000000000405C4000000000000038C00000000000405C4000000000000037C0,21460910,114,-23,CSIRO,Rhincodon typus,1296,29/10/2016,20/11/2018,83,3,1,3211:133,"POLYGON((113 -23,114 -23,114 -24,113 -24,113 -23))"
0103000020E610000001000000050000000000000000405C4000000000000036C00000000000805C4000000000000036C00000000000805C4000000000000037C00000000000405C4000000000000037C00000000000405C4000000000000036C0,21460893,114,-22,CSIRO,Rhincodon typus,1296,03/06/2016,05/12/2018,734,25,1,3211:123,"POLYGON((113 -22,114 -22,114 -23,113 -23,113 -22))"
0103000020E610000001000000050000000000000000405C4000000000000035C00000000000805C4000000000000035C00000000000805C4000000000000036C00000000000405C4000000000000036C00000000000405C4000000000000035C0,21460642,114,-21,CSIRO,Rhincodon typus,1296,01/06/2016,01/09/2018,197,21,1,3211:113,"POLYGON((113 -21,114 -21,114 -22,113 -22,113 -21))"
0103000020E610000001000000050000000000000000405C4000000000000034C00000000000805C4000000000000034C00000000000805C4000000000000035C00000000000405C4000000000000035C00000000000405C4000000000000034C0,21460545,114,-20,CSIRO,Rhincodon typus,1296,27/07/2017,17/07/2018,32,2,1,3211:103,"POLYGON((113 -20,114 -20,114 -21,113 -21,113 -20))"
0103000020E610000001000000050000000000000000405C4000000000000033C00000000000805C4000000000000033C00000000000805C4000000000000034C00000000000405C4000000000000034C00000000000405C4000000000000033C0,21460218,114,-19,CSIRO,Rhincodon typus,1296,09/12/2016,24/07/2018,49,2,1,3111:393,"POLYGON((113 -19,114 -19,114 -20,113 -20,113 -19))"
0103000020E610000001000000050000000000000000405C400000000000002EC00000000000805C400000000000002EC00000000000805C4000000000000030C00000000000405C4000000000000030C00000000000405C400000000000002EC0,21460183,113,-15,CSIRO,Rhincodon typus,1296,06/08/2018,06/08/2018,1,1,1,3111:353,"POLYGON((113 -15,114 -15,114 -16,113 -16,113 -15))"
0103000020E610000001000000050000000000000000405C400000000000002CC00000000000805C400000000000002CC00000000000805C400000000000002EC00000000000405C400000000000002EC00000000000405C400000000000002CC0,21460163,113,-15,CSIRO,Rhincodon typus,1296,06/08/2018,06/08/2018,1,1,1,3111:143,"POLYGON((113 -14,114 -14,114 -15,113 -15,113 -14))"
0103000020E610000001000000050000000000000000405C4000000000000024C00000000000805C4000000000000024C00000000000805C4000000000000026C00000000000405C4000000000000026C00000000000405C4000000000000024C0,21460160,114,-10,CSIRO,Rhincodon typus,1296,12/07/2018,12/07/2018,4,1,1,3111:103,"POLYGON((113 -10,114 -10,114 -11,113 -11,113 -10))"
0103000020E610000001000000050000000000000000805C4000000000000040C00000000000C05C4000000000000040C00000000000C05C4000000000008040C00000000000805C4000000000008040C00000000000805C4000000000000040C0,21461096,115,-32,CSIRO,Rhincodon typus,1296,18/12/2017,19/12/2017,2,1,1,3311:124,"POLYGON((114 -32,115 -32,115 -33,114 -33,114 -32))"
0103000020E610000001000000050000000000000000805C400000000000003FC00000000000C05C400000000000003FC00000000000C05C4000000000000040C00000000000805C4000000000000040C00000000000805C400000000000003FC0,21461092,114,-31,CSIRO,Rhincodon typus,1296,22/01/2018,11/02/2018,239,1,1,3311:114,"POLYGON((114 -31,115 -31,115 -32,114 -32,114 -31))"
0103000020E610000001000000050000000000000000805C400000000000003EC00000000000C05C400000000000003EC00000000000C05C400000000000003FC00000000000805C400000000000003FC00000000000805C400000000000003EC0,21461066,115,-30,CSIRO,Rhincodon typus,1296,07/02/2018,17/02/2018,127,2,1,3311:104,"POLYGON((114 -30,115 -30,115 -31,114 -31,114 -30))"
0103000020E610000001000000050000000000000000805C400000000000003DC00000000000C05C400000000000003DC00000000000C05C400000000000003EC00000000000805C400000000000003EC00000000000805C400000000000003DC0,21461051,115,-29,CSIRO,Rhincodon typus,1296,17/02/2018,20/02/2018,57,1,1,3211:394,"POLYGON((114 -29,115 -29,115 -30,114 -30,114 -29))"
0103000020E610000001000000050000000000000000805C400000000000003CC00000000000C05C400000000000003CC00000000000C05C400000000000003DC00000000000805C400000000000003DC00000000000805C400000000000003CC0,21461046,114,-29,CSIRO,Rhincodon typus,1296,21/02/2018,21/02/2018,6,1,1,3211:384,"POLYGON((114 -28,115 -28,115 -29,114 -29,114 -28))"
0103000020E610000001000000050000000000000000805C4000000000000036C00000000000C05C4000000000000036C00000000000C05C4000000000000037C00000000000805C4000000000000037C00000000000805C4000000000000036C0,21460896,115,-22,CSIRO,Rhincodon typus,1296,07/06/2017,03/07/2018,3,3,1,3211:124,"POLYGON((114 -22,115 -22,115 -23,114 -23,114 -22))"
0103000020E610000001000000050000000000000000805C4000000000000035C00000000000C05C4000000000000035C00000000000C05C4000000000000036C00000000000805C4000000000000036C00000000000805C4000000000000035C0,21460740,115,-21,CSIRO,Rhincodon typus,1296,07/06/2016,14/07/2018,331,20,1,3211:114,"POLYGON((114 -21,115 -21,115 -22,114 -22,114 -21))"
0103000020E610000001000000050000000000000000805C4000000000000034C00000000000C05C4000000000000034C00000000000C05C4000000000000035C00000000000805C4000000000000035C00000000000805C4000000000000034C0,21460577,115,-20,CSIRO,Rhincodon typus,1296,07/06/2016,17/07/2018,111,9,1,3211:104,"POLYGON((114 -20,115 -20,115 -21,114 -21,114 -20))"
0103000020E610000001000000050000000000000000805C4000000000000033C00000000000C05C4000000000000033C00000000000C05C4000000000000034C00000000000805C4000000000000034C00000000000805C4000000000000033C0,21460238,115,-19,CSIRO,Rhincodon typus,1296,01/08/2016,22/08/2018,289,5,1,3111:394,"POLYGON((114 -19,115 -19,115 -20,114 -20,114 -19))"
0103000020E610000001000000050000000000000000805C4000000000000032C00000000000C05C4000000000000032C00000000000C05C4000000000000033C00000000000805C4000000000000033C00000000000805C4000000000000032C0,21460206,115,-18,CSIRO,Rhincodon typus,1296,07/08/2016,19/08/2018,155,4,1,3111:384,"POLYGON((114 -18,115 -18,115 -19,114 -19,114 -18))"
0103000020E610000001000000050000000000000000805C4000000000000031C00000000000C05C4000000000000031C00000000000C05C4000000000000032C00000000000805C4000000000000032C00000000000805C4000000000000031C0,21460193,115,-17,CSIRO,Rhincodon typus,1296,11/08/2016,14/08/2016,67,1,1,3111:374,"POLYGON((114 -17,115 -17,115 -18,114 -18,114 -17))"
0103000020E610000001000000050000000000000000805C4000000000000030C00000000000C05C4000000000000030C00000000000C05C4000000000000031C00000000000805C4000000000000031C00000000000805C4000000000000030C0,21460189,115,-16,CSIRO,Rhincodon typus,1296,14/08/2016,18/08/2016,48,1,1,3111:364,"POLYGON((114 -16,115 -16,115 -17,114 -17,114 -16))"
0103000020E610000001000000050000000000000000805C4000000000000026C00000000000C05C4000000000000026C00000000000C05C4000000000000028C00000000000805C4000000000000028C00000000000805C4000000000000026C0,21460162,115,-11,CSIRO,Rhincodon typus,1296,10/07/2018,10/07/2018,1,1,1,3111:114,"POLYGON((114 -11,115 -11,115 -12,114 -12,114 -11))"
0103000020E610000001000000050000000000000000C05C4000000000000035C00000000000005D4000000000000035C00000000000005D4000000000000036C00000000000C05C4000000000000036C00000000000C05C4000000000000035C0,21460990,116,-21,CSIRO,Rhincodon typus,1296,17/06/2016,28/06/2018,3,2,1,3211:215,"POLYGON((115 -21,116 -21,116 -22,115 -22,115 -21))"
0103000020E610000001000000050000000000000000C05C4000000000000034C00000000000005D4000000000000034C00000000000005D4000000000000035C00000000000C05C4000000000000035C00000000000C05C4000000000000034C0,21460985,116,-20,CSIRO,Rhincodon typus,1296,08/06/2016,06/08/2018,168,18,1,3211:205,"POLYGON((115 -20,116 -20,116 -21,115 -21,115 -20))"
0103000020E610000001000000050000000000000000C05C4000000000000033C00000000000005D4000000000000033C00000000000005D4000000000000034C00000000000C05C4000000000000034C00000000000C05C4000000000000033C0,21460384,116,-19,CSIRO,Rhincodon typus,1296,14/06/2016,06/09/2018,445,19,1,3111:495,"POLYGON((115 -19,116 -19,116 -20,115 -20,115 -19))"
0103000020E610000001000000050000000000000000C05C4000000000000032C00000000000005D4000000000000032C00000000000005D4000000000000033C00000000000C05C4000000000000033C00000000000C05C4000000000000032C0,21460280,116,-18,CSIRO,Rhincodon typus,1296,28/07/2017,16/08/2018,67,4,1,3111:485,"POLYGON((115 -18,116 -18,116 -19,115 -19,115 -18))"
0103000020E610000001000000050000000000000000C05C4000000000000031C00000000000005D4000000000000031C00000000000005D4000000000000032C00000000000C05C4000000000000032C00000000000C05C4000000000000031C0,21460261,116,-17,CSIRO,Rhincodon typus,1296,29/07/2017,03/08/2017,7,2,1,3111:475,"POLYGON((115 -17,116 -17,116 -18,115 -18,115 -17))"
0103000020E610000001000000050000000000000000C05C4000000000000030C00000000000005D4000000000000030C00000000000005D4000000000000031C00000000000C05C4000000000000031C00000000000C05C4000000000000030C0,21460249,116,-17,CSIRO,Rhincodon typus,1296,15/08/2016,26/08/2018,21,3,1,3111:465,"POLYGON((115 -16,116 -16,116 -17,115 -17,115 -16))"
0103000020E610000001000000050000000000000000005D4000000000000034C00000000000405D4000000000000034C00000000000405D4000000000000035C00000000000005D4000000000000035C00000000000005D4000000000000034C0,21460987,116,-20,CSIRO,Rhincodon typus,1296,10/09/2017,11/09/2017,2,1,1,3211:206,"POLYGON((116 -20,117 -20,117 -21,116 -21,116 -20))"
0103000020E610000001000000050000000000000000005D4000000000000033C00000000000405D4000000000000033C00000000000405D4000000000000034C00000000000005D4000000000000034C00000000000005D4000000000000033C0,21460416,117,-19,CSIRO,Rhincodon typus,1296,31/08/2016,02/08/2018,78,6,1,3111:496,"POLYGON((116 -19,117 -19,117 -20,116 -20,116 -19))"
0103000020E610000001000000050000000000000000005D4000000000000032C00000000000405D4000000000000032C00000000000405D4000000000000033C00000000000005D4000000000000033C00000000000005D4000000000000032C0,21460285,117,-18,CSIRO,Rhincodon typus,1296,04/09/2016,19/10/2017,16,3,1,3111:486,"POLYGON((116 -18,117 -18,117 -19,116 -19,116 -18))"
0103000020E610000001000000050000000000000000005D4000000000000031C00000000000405D4000000000000031C00000000000405D4000000000000032C00000000000005D4000000000000032C00000000000005D4000000000000031C0,21460262,116,-17,CSIRO,Rhincodon typus,1296,30/07/2017,30/07/2017,1,1,1,3111:476,"POLYGON((116 -17,117 -17,117 -18,116 -18,116 -17))"
0103000020E610000001000000050000000000000000005D4000000000000030C00000000000405D4000000000000030C00000000000405D4000000000000031C00000000000005D4000000000000031C00000000000005D4000000000000030C0,21460255,116,-16,CSIRO,Rhincodon typus,1296,30/07/2017,26/08/2018,9,4,1,3111:466,"POLYGON((116 -16,117 -16,117 -17,116 -17,116 -16))"
0103000020E610000001000000050000000000000000005D400000000000002EC00000000000405D400000000000002EC00000000000405D4000000000000030C00000000000005D4000000000000030C00000000000005D400000000000002EC0,21460242,117,-15,CSIRO,Rhincodon typus,1296,01/08/2017,27/08/2018,9,2,1,3111:456,"POLYGON((116 -15,117 -15,117 -16,116 -16,116 -15))"
0103000020E610000001000000050000000000000000005D400000000000002CC00000000000405D400000000000002CC00000000000405D400000000000002EC00000000000005D400000000000002EC00000000000005D400000000000002CC0,21460175,116,-15,CSIRO,Rhincodon typus,1296,03/08/2017,03/08/2017,1,1,1,3111:246,"POLYGON((116 -14,117 -14,117 -15,116 -15,116 -14))"
0103000020E610000001000000050000000000000000005D4000000000000028C00000000000405D4000000000000028C00000000000405D400000000000002AC00000000000005D400000000000002AC00000000000005D4000000000000028C0,21460169,117,-12,CSIRO,Rhincodon typus,1296,29/10/2018,29/10/2018,1,1,1,3111:226,"POLYGON((116 -12,117 -12,117 -13,116 -13,116 -12))"
0103000020E610000001000000050000000000000000405D4000000000000033C00000000000805D4000000000000033C00000000000805D4000000000000034C00000000000405D4000000000000034C00000000000405D4000000000000033C0,21460419,117,-19,CSIRO,Rhincodon typus,1296,06/09/2016,13/09/2016,3,1,1,3111:497,"POLYGON((117 -19,118 -19,118 -20,117 -20,117 -19))"
0103000020E610000001000000050000000000000000405D4000000000000032C00000000000805D4000000000000032C00000000000805D4000000000000033C00000000000405D4000000000000033C00000000000405D4000000000000032C0,21460292,118,-18,CSIRO,Rhincodon typus,1296,17/08/2017,12/09/2018,10,2,1,3111:487,"POLYGON((117 -18,118 -18,118 -19,117 -19,117 -18))"
0103000020E610000001000000050000000000000000405D4000000000000031C00000000000805D4000000000000031C00000000000805D4000000000000032C00000000000405D4000000000000032C00000000000405D4000000000000031C0,21460267,118,-17,CSIRO,Rhincodon typus,1296,08/08/2017,14/09/2018,7,3,1,3111:477,"POLYGON((117 -17,118 -17,118 -18,117 -18,117 -17))"
0103000020E610000001000000050000000000000000405D400000000000002EC00000000000805D400000000000002EC00000000000805D4000000000000030C00000000000405D4000000000000030C00000000000405D400000000000002EC0,21460244,118,-15,CSIRO,Rhincodon typus,1296,27/08/2018,28/08/2018,3,1,1,3111:457,"POLYGON((117 -15,118 -15,118 -16,117 -16,117 -15))"
0103000020E610000001000000050000000000000000405D400000000000002CC00000000000805D400000000000002CC00000000000805D400000000000002EC00000000000405D400000000000002EC00000000000405D400000000000002CC0,21460177,118,-14,CSIRO,Rhincodon typus,1296,29/07/2016,29/08/2018,2,2,1,3111:247,"POLYGON((117 -14,118 -14,118 -15,117 -15,117 -14))"
0103000020E610000001000000050000000000000000405D400000000000002AC00000000000805D400000000000002AC00000000000805D400000000000002CC00000000000405D400000000000002CC00000000000405D400000000000002AC0,21460173,118,-14,CSIRO,Rhincodon typus,1296,29/08/2018,29/08/2018,1,1,1,3111:237,"POLYGON((117 -13,118 -13,118 -14,117 -14,117 -13))"
0103000020E610000001000000050000000000000000405D4000000000000028C00000000000805D4000000000000028C00000000000805D400000000000002AC00000000000405D400000000000002AC00000000000405D4000000000000028C0,21460170,118,-12,CSIRO,Rhincodon typus,1296,25/10/2018,25/10/2018,1,1,1,3111:227,"POLYGON((117 -12,118 -12,118 -13,117 -13,117 -12))"
0103000020E610000001000000050000000000000000805D4000000000000032C00000000000C05D4000000000000032C00000000000C05D4000000000000033C00000000000805D4000000000000033C00000000000805D4000000000000032C0,21460294,118,-18,CSIRO,Rhincodon typus,1296,11/08/2017,08/11/2017,3,1,1,3111:488,"POLYGON((118 -18,119 -18,119 -19,118 -19,118 -18))"
0103000020E610000001000000050000000000000000805D4000000000000031C00000000000C05D4000000000000031C00000000000C05D4000000000000032C00000000000805D4000000000000032C00000000000805D4000000000000031C0,21460273,119,-17,CSIRO,Rhincodon typus,1296,08/08/2017,08/11/2017,12,2,1,3111:478,"POLYGON((118 -17,119 -17,119 -18,118 -18,118 -17))"
0103000020E610000001000000050000000000000000805D400000000000002CC00000000000C05D400000000000002CC00000000000C05D400000000000002EC00000000000805D400000000000002EC00000000000805D400000000000002CC0,21460179,118,-15,CSIRO,Rhincodon typus,1296,30/07/2016,31/07/2016,2,1,1,3111:248,"POLYGON((118 -14,119 -14,119 -15,118 -15,118 -14))"
0103000020E610000001000000050000000000000000805D400000000000002AC00000000000C05D400000000000002AC00000000000C05D400000000000002CC00000000000805D400000000000002CC00000000000805D400000000000002AC0,21460174,119,-14,CSIRO,Rhincodon typus,1296,30/08/2018,30/08/2018,1,1,1,3111:238,"POLYGON((118 -13,119 -13,119 -14,118 -14,118 -13))"
0103000020E610000001000000050000000000000000805D4000000000000028C00000000000C05D4000000000000028C00000000000C05D400000000000002AC00000000000805D400000000000002AC00000000000805D4000000000000028C0,21460171,118,-12,CSIRO,Rhincodon typus,1296,23/10/2018,23/10/2018,1,1,1,3111:228,"POLYGON((118 -12,119 -12,119 -13,118 -13,118 -12))"
0103000020E610000001000000050000000000000000805D4000000000000026C00000000000C05D4000000000000026C00000000000C05D4000000000000028C00000000000805D4000000000000028C00000000000805D4000000000000026C0,21460166,118,-11,CSIRO,Rhincodon typus,1296,02/09/2018,08/09/2018,4,1,1,3111:218,"POLYGON((118 -11,119 -11,119 -12,118 -12,118 -11))"
0103000020E610000001000000050000000000000000C05D400000000000003BC00000000000005E400000000000003BC00000000000005E400000000000003CC00000000000C05D400000000000003CC00000000000C05D400000000000003BC0,21461052,120,-27,CSIRO,Rhincodon typus,1296,25/01/2019,25/01/2019,1,1,1,3211:479,"POLYGON((119 -27,120 -27,120 -28,119 -28,119 -27))"
0103000020E610000001000000050000000000000000C05D4000000000000032C00000000000005E4000000000000032C00000000000005E4000000000000033C00000000000C05D4000000000000033C00000000000C05D4000000000000032C0,21460297,120,-18,CSIRO,Rhincodon typus,1296,09/07/2016,12/11/2016,6,2,1,3111:489,"POLYGON((119 -18,120 -18,120 -19,119 -19,119 -18))"
0103000020E610000001000000050000000000000000C05D4000000000000031C00000000000005E4000000000000031C00000000000005E4000000000000032C00000000000C05D4000000000000032C00000000000C05D4000000000000031C0,21460274,119,-18,CSIRO,Rhincodon typus,1296,10/07/2016,10/07/2016,3,1,1,3111:479,"POLYGON((119 -17,120 -17,120 -18,119 -18,119 -17))"
0103000020E610000001000000050000000000000000C05D4000000000000030C00000000000005E4000000000000030C00000000000005E4000000000000031C00000000000C05D4000000000000031C00000000000C05D4000000000000030C0,21460258,120,-17,CSIRO,Rhincodon typus,1296,26/10/2016,30/10/2016,3,1,1,3111:469,"POLYGON((119 -16,120 -16,120 -17,119 -17,119 -16))"
0103000020E610000001000000050000000000000000C05D400000000000002CC00000000000005E400000000000002CC00000000000005E400000000000002EC00000000000C05D400000000000002EC00000000000C05D400000000000002CC0,21460180,120,-14,CSIRO,Rhincodon typus,1296,24/07/2017,24/07/2017,1,1,1,3111:249,"POLYGON((119 -14,120 -14,120 -15,119 -15,119 -14))"
0103000020E610000001000000050000000000000000C05D4000000000000028C00000000000005E4000000000000028C00000000000005E400000000000002AC00000000000C05D400000000000002AC00000000000C05D4000000000000028C0,21460172,120,-12,CSIRO,Rhincodon typus,1296,26/09/2016,26/09/2016,1,1,1,3111:229,"POLYGON((119 -12,120 -12,120 -13,119 -13,119 -12))"
0103000020E610000001000000050000000000000000C05D4000000000000026C00000000000005E4000000000000026C00000000000005E4000000000000028C00000000000C05D4000000000000028C00000000000C05D4000000000000026C0,21460168,119,-12,CSIRO,Rhincodon typus,1296,01/10/2016,08/09/2018,2,2,1,3111:219,"POLYGON((119 -11,120 -11,120 -12,119 -12,119 -11))"
0103000020E610000001000000050000000000000000005E400000000000003CC00000000000405E400000000000003CC00000000000405E400000000000003DC00000000000005E400000000000003DC00000000000005E400000000000003CC0,21461054,121,-28,CSIRO,Rhincodon typus,1296,12/01/2019,12/01/2019,1,1,1,3212:380,"POLYGON((120 -28,121 -28,121 -29,120 -29,120 -28))"
0103000020E610000001000000050000000000000000005E400000000000003BC00000000000405E400000000000003BC00000000000405E400000000000003CC00000000000005E400000000000003CC00000000000005E400000000000003BC0,21461053,120,-27,CSIRO,Rhincodon typus,1296,25/01/2019,25/01/2019,1,1,1,3212:370,"POLYGON((120 -27,121 -27,121 -28,120 -28,120 -27))"
0103000020E610000001000000050000000000000000005E4000000000000031C00000000000405E4000000000000031C00000000000405E4000000000000032C00000000000005E4000000000000032C00000000000005E4000000000000031C0,21460515,121,-17,CSIRO,Rhincodon typus,1296,14/07/2016,19/07/2016,2,1,1,3112:370,"POLYGON((120 -17,121 -17,121 -18,120 -18,120 -17))"
0103000020E610000001000000050000000000000000005E4000000000000030C00000000000405E4000000000000030C00000000000405E4000000000000031C00000000000005E4000000000000031C00000000000005E4000000000000030C0,21460513,120,-16,CSIRO,Rhincodon typus,1296,23/10/2016,23/10/2016,2,1,1,3112:360,"POLYGON((120 -16,121 -16,121 -17,120 -17,120 -16))"
